sample_id,ec_uScm,tds_mgL,turbidity_NTU,temp_C,pH,do_mgL,真实标签,预测标签,概率_Caution,概率_Normal,概率_Severe,概率_Warning
100,382.36,250.45,8.61,25.83,6.54,7.9,Normal,Normal,0.0,1.0,0.0,0.0
416,284.35,176.94,9.16,27.62,7.2,8.53,Normal,Normal,0.0,1.0,0.0,0.0
2096,1.47,0.0,481.18,18.53,9.92,1.58,Severe,Severe,0.0,0.0,1.0,0.0
264,169.06,69.85,1.95,28.07,6.86,5.06,Normal,Normal,0.0,1.0,0.0,0.0
181,140.84,72.94,20.21,29.56,7.64,7.15,Normal,Normal,0.0,1.0,0.0,0.0
1112,29.78,10.27,46.52,24.72,8.66,9.36,Caution,Caution,1.0,0.0,0.0,0.0
1427,13.43,11.68,147.33,21.16,9.27,11.98,Warning,Warning,0.0,0.0,0.0,1.0
161,252.97,138.73,14.63,29.66,8.35,6.57,Normal,Normal,0.0,1.0,0.0,0.0
1882,3143.45,1795.37,256.28,37.56,9.7,1.81,Severe,Severe,0.0,0.0,1.0,0.0
1077,35.31,17.08,34.59,24.18,6.04,9.18,Caution,Caution,1.0,0.0,0.0,0.0
883,764.12,454.1,38.81,23.64,6.29,9.11,Caution,Caution,1.0,0.0,0.0,0.0
78,490.06,310.81,10.88,27.45,8.05,8.94,Normal,Normal,0.005,0.995,0.0,0.0
1,92.38,54.05,24.41,27.19,8.05,8.43,Normal,Normal,0.0,1.0,0.0,0.0
2127,4.2,2.56,470.36,36.72,4.89,1.83,Severe,Severe,0.0,0.0,1.0,0.0
1774,1790.43,859.0,132.55,32.56,5.62,2.82,Warning,Warning,0.0,0.0,0.0,1.0
1296,769.62,420.59,42.58,23.24,8.96,4.7,Caution,Caution,1.0,0.0,0.0,0.0
1479,10.24,0.99,93.12,33.39,9.21,3.6,Warning,Warning,0.0,0.0,0.01,0.99
935,22.19,8.64,34.78,24.99,8.98,4.94,Caution,Caution,0.99,0.01,0.0,0.0
155,437.13,220.56,8.69,27.11,6.91,5.7,Normal,Normal,0.0,1.0,0.0,0.0
2140,8.97,2.06,515.16,36.22,10.41,1.19,Severe,Severe,0.0,0.0,1.0,0.0
736,42.0,17.85,45.12,24.3,6.32,9.77,Caution,Caution,1.0,0.0,0.0,0.0
1126,47.42,29.05,45.92,23.61,6.16,9.89,Caution,Caution,1.0,0.0,0.0,0.0
172,442.13,240.68,16.22,29.87,8.12,5.32,Normal,Normal,0.0,1.0,0.0,0.0
384,401.41,201.48,19.26,26.11,7.03,5.46,Normal,Normal,0.0,1.0,0.0,0.0
1939,2289.75,1407.79,426.28,37.61,5.26,1.36,Severe,Severe,0.0,0.0,1.0,0.0
927,26.67,14.25,34.53,30.48,6.11,4.39,Caution,Caution,1.0,0.0,0.0,0.0
1493,1281.56,723.77,90.01,22.58,5.53,11.37,Warning,Warning,0.0,0.0,0.0,1.0
1869,4881.68,3105.23,459.15,35.94,4.94,15.95,Severe,Severe,0.0,0.0,1.0,0.0
729,38.78,12.37,33.94,23.1,8.96,4.18,Caution,Caution,1.0,0.0,0.0,0.0
1150,891.36,466.03,29.07,23.17,6.38,9.02,Caution,Caution,1.0,0.0,0.0,0.0
920,23.06,9.6,33.48,31.64,8.79,4.94,Caution,Caution,1.0,0.0,0.0,0.0
378,153.55,100.94,24.65,28.95,7.26,5.26,Normal,Normal,0.0,1.0,0.0,0.0
863,580.36,362.61,25.54,31.54,6.28,4.79,Caution,Caution,1.0,0.0,0.0,0.0
784,799.89,479.3,48.97,31.34,6.33,9.53,Caution,Caution,1.0,0.0,0.0,0.0
392,370.27,180.17,21.6,29.14,6.63,7.56,Normal,Normal,0.0,1.0,0.0,0.0
841,524.43,344.11,36.21,31.07,8.8,9.85,Caution,Caution,1.0,0.0,0.0,0.0
1973,4697.59,2786.9,253.95,17.54,5.35,1.58,Severe,Severe,0.0,0.0,1.0,0.0
1967,4.26,0.0,436.68,18.31,9.62,15.33,Severe,Severe,0.0,0.0,1.0,0.0
154,137.97,62.7,17.31,25.3,8.37,5.86,Normal,Normal,0.0,1.0,0.0,0.0
668,32.81,10.45,43.29,31.2,8.91,9.36,Caution,Caution,1.0,0.0,0.0,0.0
1424,1105.92,694.11,56.5,33.99,5.92,3.59,Warning,Warning,0.0,0.0,0.01,0.99
1409,1110.39,538.08,116.92,33.1,5.73,11.31,Warning,Warning,0.035,0.0,0.0,0.965
1180,40.72,25.91,38.16,30.37,6.48,4.43,Caution,Caution,1.0,0.0,0.0,0.0
853,689.47,336.69,48.62,30.16,6.07,9.43,Caution,Caution,1.0,0.0,0.0,0.0
489,465.32,264.14,5.98,26.09,7.36,8.47,Normal,Normal,0.0,1.0,0.0,0.0
2,339.74,177.17,20.75,27.25,6.76,6.48,Normal,Normal,0.0,1.0,0.0,0.0
203,386.18,180.76,9.92,29.05,7.54,5.36,Normal,Normal,0.0,1.0,0.0,0.0
560,98.24,45.86,7.51,27.62,7.57,8.4,Normal,Normal,0.0,1.0,0.0,0.0
1725,10.66,9.75,100.88,21.6,5.61,10.03,Warning,Warning,0.005,0.0,0.005,0.99
1021,35.66,15.05,49.31,30.9,8.62,4.11,Caution,Caution,1.0,0.0,0.0,0.0
1477,17.88,15.28,140.07,22.42,5.9,11.9,Warning,Warning,0.0,0.0,0.005,0.995
1008,987.11,567.45,46.11,30.9,6.35,4.68,Caution,Caution,1.0,0.0,0.0,0.0
966,901.25,585.09,35.01,31.39,6.45,4.79,Caution,Caution,1.0,0.0,0.0,0.0
1129,42.62,18.1,46.15,24.78,8.59,4.5,Caution,Caution,1.0,0.0,0.0,0.0
64,75.01,37.22,7.73,25.58,7.49,5.29,Normal,Normal,0.0,1.0,0.0,0.0
284,300.29,188.46,6.19,29.21,8.01,8.48,Normal,Normal,0.0,1.0,0.0,0.0
105,55.61,28.29,20.1,29.92,8.02,6.68,Normal,Normal,0.0,1.0,0.0,0.0
2081,3441.67,2237.57,321.88,34.98,9.71,12.86,Severe,Severe,0.0,0.0,1.0,0.0
477,197.53,116.71,23.45,28.61,6.56,7.18,Normal,Normal,0.0,1.0,0.0,0.0
109,490.65,290.46,10.05,26.02,6.7,7.97,Normal,Normal,0.005,0.995,0.0,0.0
815,28.23,14.74,44.16,23.39,8.91,9.71,Caution,Caution,1.0,0.0,0.0,0.0
1216,39.36,22.96,45.3,30.36,6.06,9.12,Caution,Caution,1.0,0.0,0.0,0.0
1261,725.91,480.89,46.7,23.59,6.11,4.51,Caution,Caution,1.0,0.0,0.0,0.0
1020,48.32,26.63,30.69,24.25,6.35,4.32,Caution,Caution,1.0,0.0,0.0,0.0
548,390.43,231.32,4.77,26.8,7.81,6.76,Normal,Normal,0.0,1.0,0.0,0.0
2022,2.19,0.0,349.97,17.07,10.07,0.6,Severe,Severe,0.0,0.0,1.0,0.0
629,153.34,81.36,20.94,26.99,7.13,5.98,Normal,Normal,0.0,1.0,0.0,0.0
1924,5.72,0.0,409.63,36.44,4.73,15.29,Severe,Severe,0.0,0.0,1.0,0.0
332,160.69,97.23,12.8,29.2,6.95,6.59,Normal,Normal,0.0,1.0,0.0,0.0
1860,3.49,2.28,458.62,37.04,10.05,14.59,Severe,Severe,0.0,0.0,1.0,0.0
417,315.33,164.29,19.57,27.51,6.71,7.69,Normal,Normal,0.0,1.0,0.0,0.0
1128,40.14,12.39,46.1,24.49,6.09,4.47,Caution,Caution,1.0,0.0,0.0,0.0
676,596.37,319.41,28.64,23.65,6.27,4.11,Caution,Caution,1.0,0.0,0.0,0.0
1091,35.11,19.49,25.26,24.5,6.43,9.04,Caution,Caution,1.0,0.0,0.0,0.0
1619,14.79,14.97,142.36,22.1,9.47,3.81,Warning,Warning,0.0,0.0,0.0,1.0
270,445.74,287.14,7.49,26.33,7.4,6.57,Normal,Normal,0.0,1.0,0.0,0.0
1749,16.5,5.42,137.51,33.86,9.18,3.69,Warning,Warning,0.0,0.0,0.0,1.0
1854,4886.44,2630.03,337.07,16.2,10.09,1.89,Severe,Severe,0.0,0.0,1.0,0.0
1963,3535.05,2207.69,372.52,16.88,5.49,14.2,Severe,Severe,0.0,0.0,0.98,0.02
831,36.75,26.69,43.37,24.45,6.43,4.76,Caution,Caution,1.0,0.0,0.0,0.0
382,131.87,69.5,18.56,26.87,8.27,6.78,Normal,Normal,0.0,1.0,0.0,0.0
661,39.34,15.14,26.93,31.86,8.95,9.42,Caution,Caution,1.0,0.0,0.0,0.0
1887,9.91,12.8,214.68,16.89,5.22,12.65,Severe,Severe,0.0,0.0,0.975,0.025
1982,3741.72,1616.51,163.06,34.4,10.15,1.88,Severe,Severe,0.0,0.0,0.97,0.03
425,110.29,53.27,13.27,27.53,7.0,5.4,Normal,Normal,0.0,1.0,0.0,0.0
450,197.38,131.77,15.76,25.99,6.99,5.9,Normal,Normal,0.0,1.0,0.0,0.0
737,40.68,26.4,39.05,23.19,8.71,9.04,Caution,Caution,1.0,0.0,0.0,0.0
1131,37.17,29.66,49.98,30.25,6.25,4.13,Caution,Caution,1.0,0.0,0.0,0.0
2005,2999.42,1519.95,302.09,36.1,10.43,14.42,Severe,Severe,0.0,0.0,1.0,0.0
1074,894.88,554.87,40.32,23.61,6.49,4.13,Caution,Caution,1.0,0.0,0.0,0.0
1142,43.54,24.52,35.65,23.53,6.09,4.62,Caution,Caution,1.0,0.0,0.0,0.0
1804,9.12,1.0,151.95,16.74,5.48,14.26,Severe,Severe,0.0,0.0,0.705,0.295
263,203.69,111.27,4.91,28.55,7.71,7.85,Normal,Normal,0.0,1.0,0.0,0.0
1236,754.53,515.07,45.39,24.11,8.54,9.95,Caution,Caution,1.0,0.0,0.0,0.0
1137,43.27,22.28,39.14,23.47,6.49,9.11,Caution,Caution,1.0,0.0,0.0,0.0
1251,667.08,395.51,30.48,31.99,8.92,9.9,Caution,Caution,1.0,0.0,0.0,0.0
826,30.06,18.82,30.87,31.54,8.79,9.68,Caution,Caution,1.0,0.0,0.0,0.0
313,289.59,153.61,16.42,25.27,7.05,8.76,Normal,Normal,0.0,1.0,0.0,0.0
1041,38.92,22.55,37.82,24.3,6.49,9.07,Caution,Caution,1.0,0.0,0.0,0.0
1726,1704.01,1111.31,65.02,22.71,5.58,10.11,Warning,Warning,0.0,0.0,0.005,0.995
1783,13.53,2.44,75.82,32.46,9.06,2.3,Warning,Warning,0.0,0.0,0.0,1.0
22,165.18,77.5,23.47,29.76,7.13,6.16,Normal,Normal,0.0,1.0,0.0,0.0
83,203.87,134.93,18.22,29.43,7.05,5.75,Normal,Normal,0.0,1.0,0.0,0.0
1148,626.61,391.96,36.25,30.26,8.63,9.07,Caution,Caution,1.0,0.0,0.0,0.0
1584,1090.3,622.0,86.68,21.88,5.81,11.13,Warning,Warning,0.0,0.0,0.0,1.0
1413,1310.05,670.05,106.43,32.44,9.45,3.9,Warning,Warning,0.0,0.0,0.0,1.0
220,145.3,65.56,3.16,29.61,8.31,6.33,Normal,Normal,0.0,1.0,0.0,0.0
1156,44.54,31.12,41.94,24.14,6.16,9.51,Caution,Caution,1.0,0.0,0.0,0.0
199,231.3,131.96,21.02,25.98,6.84,5.23,Normal,Normal,0.0,1.0,0.0,0.0
1130,786.49,428.4,40.27,23.85,6.33,9.58,Caution,Caution,1.0,0.0,0.0,0.0
1624,11.56,4.06,109.34,22.02,5.71,3.44,Warning,Warning,0.0,0.0,0.0,1.0
1138,654.11,375.42,40.88,24.23,8.51,9.02,Caution,Caution,0.995,0.005,0.0,0.0
102,446.17,254.91,13.87,27.92,8.49,5.51,Normal,Normal,0.0,1.0,0.0,0.0
101,278.28,125.01,24.8,25.72,6.75,7.77,Normal,Normal,0.0,1.0,0.0,0.0
2093,4.4,0.95,160.18,37.56,10.13,14.02,Severe,Severe,0.0,0.0,0.995,0.005
771,605.3,398.58,32.6,24.5,6.09,4.47,Caution,Caution,1.0,0.0,0.0,0.0
570,213.89,100.65,21.37,26.52,7.65,8.51,Normal,Normal,0.0,1.0,0.0,0.0
238,411.24,184.24,22.43,27.22,7.71,6.77,Normal,Normal,0.0,1.0,0.0,0.0
32,254.25,120.87,6.95,27.13,7.25,7.61,Normal,Normal,0.0,1.0,0.0,0.0
1526,13.26,8.59,51.99,32.26,5.88,10.4,Warning,Warning,0.005,0.0,0.0,0.995
1076,48.2,30.85,32.46,24.61,8.69,9.24,Caution,Caution,1.0,0.0,0.0,0.0
1407,11.88,1.56,143.64,33.45,5.95,10.99,Warning,Warning,0.0,0.0,0.0,1.0
437,414.47,225.12,17.35,28.59,7.79,7.27,Normal,Normal,0.0,1.0,0.0,0.0
1117,48.6,31.08,47.66,23.29,6.37,4.38,Caution,Caution,1.0,0.0,0.0,0.0
480,174.96,98.26,9.8,26.18,7.91,6.13,Normal,Normal,0.0,1.0,0.0,0.0
1430,11.35,15.38,129.61,32.74,5.71,11.07,Warning,Warning,0.0,0.0,0.005,0.995
1390,19.31,0.45,112.15,20.36,5.5,2.26,Warning,Warning,0.0,0.0,0.055,0.945
1645,10.18,1.62,135.94,32.2,9.15,2.97,Warning,Warning,0.0,0.0,0.015,0.985
457,107.86,71.12,10.12,26.2,7.86,6.68,Normal,Normal,0.0,1.0,0.0,0.0
2146,4.35,3.47,448.58,34.87,10.0,1.82,Severe,Severe,0.0,0.0,1.0,0.0
717,673.52,359.21,36.39,30.53,6.02,4.67,Caution,Caution,1.0,0.0,0.0,0.0
871,20.26,9.05,49.53,31.95,8.95,4.95,Caution,Caution,1.0,0.0,0.0,0.0
233,287.84,151.94,20.99,29.3,7.78,8.73,Normal,Normal,0.0,1.0,0.0,0.0
1848,4449.94,2439.22,153.99,18.2,4.79,12.33,Severe,Severe,0.0,0.0,0.845,0.155
516,288.04,156.8,1.8,28.55,8.21,8.18,Normal,Normal,0.0,1.0,0.0,0.0
1748,17.25,19.29,63.3,21.47,5.72,2.9,Warning,Warning,0.0,0.0,0.0,1.0
1936,2.41,0.0,462.98,19.78,9.82,12.71,Severe,Severe,0.0,0.0,1.0,0.0
1589,1795.17,989.53,100.08,32.37,9.42,10.84,Warning,Warning,0.0,0.0,0.0,1.0
1937,2540.74,1530.82,309.04,37.68,9.99,15.98,Severe,Severe,0.0,0.0,1.0,0.0
1395,1828.05,1128.91,85.1,21.46,9.31,2.71,Warning,Warning,0.0,0.0,0.005,0.995
93,278.68,147.79,12.75,25.56,6.5,8.45,Normal,Normal,0.015,0.985,0.0,0.0
1696,16.2,7.57,58.73,32.92,5.59,10.14,Warning,Warning,0.0,0.0,0.0,1.0
492,91.01,48.3,22.02,25.89,7.72,8.53,Normal,Normal,0.0,1.0,0.0,0.0
1143,47.54,24.01,35.53,30.99,8.64,10.0,Caution,Caution,0.94,0.0,0.0,0.06
612,147.52,79.64,3.89,29.4,7.64,5.49,Normal,Normal,0.0,1.0,0.0,0.0
1976,4360.48,2712.36,151.39,36.12,9.87,13.21,Severe,Severe,0.0,0.0,0.84,0.16
700,937.92,542.51,31.07,31.23,6.21,4.35,Caution,Caution,1.0,0.0,0.0,0.0
2111,4921.32,3240.07,485.81,18.06,10.11,1.3,Severe,Severe,0.0,0.0,1.0,0.0
1702,1336.39,737.99,130.42,22.99,9.48,3.41,Warning,Warning,0.02,0.0,0.0,0.98
2123,3862.46,2016.45,422.91,18.47,4.69,14.11,Severe,Severe,0.0,0.0,1.0,0.0
505,251.87,158.75,20.88,29.75,7.94,7.68,Normal,Normal,0.0,1.0,0.0,0.0
731,36.13,12.71,40.96,24.23,8.56,4.97,Caution,Caution,1.0,0.0,0.0,0.0
1944,2339.95,980.94,330.13,15.63,5.36,12.56,Severe,Severe,0.0,0.0,0.97,0.03
1347,16.36,12.09,82.93,32.94,5.64,10.36,Warning,Warning,0.0,0.0,0.0,1.0
1294,738.43,391.38,33.62,30.04,8.72,4.66,Caution,Caution,0.995,0.005,0.0,0.0
464,244.11,142.15,20.67,28.19,7.45,7.06,Normal,Normal,0.0,1.0,0.0,0.0
1392,15.66,4.12,90.12,21.15,9.42,2.56,Warning,Warning,0.0,0.0,0.0,1.0
2050,3925.6,2399.05,347.12,15.89,10.21,1.28,Severe,Severe,0.0,0.0,1.0,0.0
968,33.7,16.67,26.92,31.27,8.72,4.52,Caution,Caution,1.0,0.0,0.0,0.0
1654,1776.72,937.78,98.09,33.25,9.1,10.65,Warning,Warning,0.0,0.0,0.0,1.0
1821,8.63,2.39,154.84,34.71,9.97,15.18,Severe,Severe,0.0,0.0,0.955,0.045
1779,1936.19,1294.69,66.39,33.9,9.15,11.41,Warning,Warning,0.0,0.0,0.025,0.975
1925,9.5,3.74,449.22,36.0,4.86,15.48,Severe,Severe,0.0,0.0,0.995,0.005
1125,965.32,627.68,44.76,23.63,6.17,9.05,Caution,Caution,0.97,0.0,0.0,0.03
1762,18.27,11.4,148.09,32.76,9.42,10.46,Warning,Warning,0.0,0.0,0.0,1.0
433,244.55,156.5,20.84,27.76,7.39,6.64,Normal,Normal,0.0,1.0,0.0,0.0
1805,3.22,0.0,296.41,18.82,5.35,0.87,Severe,Severe,0.0,0.0,1.0,0.0
1513,1064.01,583.68,62.33,20.58,5.98,3.24,Warning,Warning,0.005,0.0,0.0,0.995
1242,811.9,370.47,40.6,23.31,8.53,4.86,Caution,Caution,1.0,0.0,0.0,0.0
580,106.0,66.83,11.0,29.22,7.43,8.21,Normal,Normal,0.0,1.0,0.0,0.0
1065,21.55,17.86,35.94,30.73,6.49,9.69,Caution,Caution,1.0,0.0,0.0,0.0
1218,40.22,6.82,43.68,30.19,6.04,4.25,Caution,Caution,1.0,0.0,0.0,0.0
586,249.96,130.26,9.22,27.62,7.46,8.1,Normal,Normal,0.0,1.0,0.0,0.0
1768,1831.09,1017.97,52.15,20.17,9.32,2.33,Warning,Warning,0.005,0.0,0.0,0.995
1078,978.34,507.6,47.29,24.33,8.9,9.89,Caution,Caution,1.0,0.0,0.0,0.0
377,113.58,64.29,7.41,27.37,7.98,7.28,Normal,Normal,0.0,1.0,0.0,0.0
1328,1564.65,738.54,88.16,33.57,5.89,2.84,Warning,Warning,0.0,0.0,0.0,1.0
1608,16.83,3.35,50.39,32.2,9.16,3.15,Warning,Warning,0.005,0.0,0.0,0.995
1665,14.97,6.46,57.79,33.65,9.43,10.76,Warning,Warning,0.0,0.0,0.0,1.0
1455,10.89,0.45,102.5,33.3,5.69,3.28,Warning,Warning,0.0,0.0,0.0,1.0
793,28.13,22.0,44.43,24.22,8.55,4.46,Caution,Caution,1.0,0.0,0.0,0.0
368,116.58,60.45,22.92,29.38,8.42,5.61,Normal,Normal,0.0,1.0,0.0,0.0
1596,1667.99,1007.01,114.59,21.11,9.29,3.25,Warning,Warning,0.0,0.0,0.0,1.0
613,350.57,186.53,23.09,26.62,8.38,8.26,Normal,Normal,0.0,1.0,0.0,0.0
839,802.92,420.29,44.55,24.98,6.1,9.22,Caution,Caution,0.995,0.005,0.0,0.0
219,207.3,94.07,14.89,26.01,7.78,8.55,Normal,Normal,0.0,1.0,0.0,0.0
805,664.12,329.11,41.95,30.88,8.78,4.23,Caution,Caution,1.0,0.0,0.0,0.0
549,317.99,166.99,23.06,25.1,7.99,6.09,Normal,Normal,0.0,1.0,0.0,0.0
1775,15.15,9.37,118.19,22.81,5.71,2.75,Warning,Warning,0.0,0.0,0.0,1.0
719,21.4,18.52,38.39,31.55,8.62,4.62,Caution,Caution,1.0,0.0,0.0,0.0
1678,1829.97,847.82,78.15,32.74,9.1,10.69,Warning,Warning,0.0,0.0,0.0,1.0
54,364.15,161.19,21.11,29.0,6.61,8.71,Normal,Normal,0.0,1.0,0.0,0.0
90,280.73,115.7,11.39,25.51,7.62,7.61,Normal,Normal,0.0,1.0,0.0,0.0
454,129.41,71.52,2.24,26.38,7.57,5.12,Normal,Normal,0.0,1.0,0.0,0.0
1745,1982.61,1078.71,64.39,33.37,5.56,10.3,Warning,Warning,0.0,0.0,0.005,0.995
610,170.92,86.82,17.61,26.13,8.5,6.12,Normal,Normal,0.0,1.0,0.0,0.0
1536,12.24,11.11,114.85,20.97,9.49,10.48,Warning,Warning,0.0,0.0,0.0,1.0
1495,16.44,8.26,129.24,22.92,9.3,3.59,Warning,Warning,0.0,0.0,0.0,1.0
485,348.49,200.14,13.38,29.64,8.2,6.02,Normal,Normal,0.0,1.0,0.0,0.0
1682,1901.54,1077.34,134.14,20.76,5.68,10.3,Warning,Warning,0.0,0.0,0.0,1.0
590,156.5,96.73,22.82,26.58,7.32,8.66,Normal,Normal,0.0,1.0,0.0,0.0
1338,12.15,15.09,50.01,33.31,9.41,10.36,Warning,Warning,0.175,0.0,0.0,0.825
1442,16.59,3.47,113.93,22.57,5.71,10.56,Warning,Warning,0.0,0.0,0.0,1.0
2059,6.72,1.41,456.07,16.15,10.49,12.17,Severe,Severe,0.0,0.0,1.0,0.0
940,30.33,9.99,42.62,23.83,6.0,9.67,Caution,Caution,0.9,0.0,0.0,0.1
596,498.94,290.87,22.99,26.38,6.66,7.62,Normal,Normal,0.01,0.99,0.0,0.0
906,40.64,23.07,37.84,30.43,8.61,4.62,Caution,Caution,1.0,0.0,0.0,0.0
466,248.55,122.98,6.07,26.28,8.45,7.9,Normal,Normal,0.0,1.0,0.0,0.0
2052,4.74,5.71,436.9,37.98,9.64,12.16,Severe,Severe,0.0,0.0,1.0,0.0
1956,4665.68,2551.59,363.6,36.12,9.64,14.41,Severe,Severe,0.0,0.0,1.0,0.0
1204,876.49,504.45,41.43,30.63,6.16,9.08,Caution,Caution,1.0,0.0,0.0,0.0
1350,1794.33,987.61,105.71,32.39,5.92,10.25,Warning,Warning,0.0,0.0,0.0,1.0
1360,12.95,10.17,59.51,33.04,5.58,3.47,Warning,Warning,0.0,0.0,0.0,1.0
1250,32.96,23.66,36.4,24.09,8.8,9.44,Caution,Caution,1.0,0.0,0.0,0.0
1815,2635.9,1463.04,415.31,18.24,10.15,1.68,Severe,Severe,0.0,0.0,1.0,0.0
1970,2790.44,1642.44,503.86,15.26,10.37,14.79,Severe,Severe,0.0,0.0,1.0,0.0
2036,3428.5,1750.18,376.28,35.21,5.44,15.22,Severe,Severe,0.0,0.0,1.0,0.0
348,83.81,62.92,18.76,29.67,7.58,6.54,Normal,Normal,0.0,1.0,0.0,0.0
897,607.5,329.27,42.58,24.2,6.03,9.28,Caution,Caution,1.0,0.0,0.0,0.0
978,23.39,18.02,31.91,23.98,6.02,9.15,Caution,Caution,1.0,0.0,0.0,0.0
2009,6.21,0.0,226.17,36.06,10.1,12.33,Severe,Severe,0.0,0.0,1.0,0.0
1852,2.66,1.54,497.88,17.15,9.65,13.97,Severe,Severe,0.0,0.0,1.0,0.0
248,494.29,223.73,4.61,29.63,7.74,6.03,Normal,Normal,0.0,1.0,0.0,0.0
1308,48.52,24.79,33.31,24.04,8.64,9.84,Caution,Caution,1.0,0.0,0.0,0.0
1302,32.88,15.39,43.36,23.21,6.32,9.3,Caution,Caution,1.0,0.0,0.0,0.0
445,113.2,59.62,8.37,29.19,7.47,6.23,Normal,Normal,0.0,1.0,0.0,0.0
2144,4.38,0.0,594.54,34.26,9.94,1.92,Severe,Severe,0.0,0.0,1.0,0.0
1196,44.84,26.12,33.74,31.43,6.45,9.56,Caution,Caution,1.0,0.0,0.0,0.0
1501,11.14,11.26,125.75,33.08,5.8,11.75,Warning,Warning,0.0,0.0,0.005,0.995
1058,993.03,541.77,48.85,31.71,6.46,4.24,Caution,Caution,1.0,0.0,0.0,0.0
1006,30.96,27.91,35.7,23.77,8.99,4.88,Caution,Caution,1.0,0.0,0.0,0.0
1929,1.37,1.81,391.6,16.14,10.05,1.7,Severe,Severe,0.0,0.0,1.0,0.0
604,185.66,107.12,4.31,26.37,7.35,6.72,Normal,Normal,0.0,1.0,0.0,0.0
1575,1825.3,889.13,136.13,32.05,5.8,3.86,Warning,Warning,0.0,0.0,0.0,1.0
879,36.53,26.86,35.57,30.43,6.02,4.79,Caution,Caution,1.0,0.0,0.0,0.0
909,889.96,588.07,47.49,30.09,8.54,4.15,Caution,Caution,1.0,0.0,0.0,0.0
1234,919.24,480.19,42.91,24.41,6.17,4.43,Caution,Caution,1.0,0.0,0.0,0.0
461,243.51,125.78,22.2,26.5,7.35,5.19,Normal,Normal,0.0,1.0,0.0,0.0
1506,18.42,14.55,104.07,22.85,9.01,10.0,Warning,Warning,0.075,0.0,0.0,0.925
716,45.08,24.09,42.32,24.11,8.62,4.24,Caution,Caution,1.0,0.0,0.0,0.0
865,36.36,27.17,26.48,31.93,8.87,9.62,Caution,Caution,1.0,0.0,0.0,0.0
309,114.35,57.11,5.63,27.6,7.95,6.47,Normal,Normal,0.0,1.0,0.0,0.0
1819,3200.6,1474.55,200.45,17.71,10.28,1.08,Severe,Severe,0.0,0.0,1.0,0.0
1419,1096.51,497.27,56.17,20.34,5.69,11.4,Warning,Warning,0.04,0.0,0.0,0.96
1525,16.66,9.94,111.02,32.43,9.37,10.53,Warning,Warning,0.0,0.0,0.0,1.0
1754,15.73,4.17,55.86,32.22,5.94,3.75,Warning,Warning,0.0,0.0,0.0,1.0
297,431.45,206.86,6.7,28.01,8.24,5.54,Normal,Normal,0.0,1.0,0.0,0.0
1597,14.36,6.39,127.35,32.48,9.38,11.35,Warning,Warning,0.0,0.0,0.0,1.0
923,37.36,15.59,42.76,24.16,8.97,9.4,Caution,Caution,1.0,0.0,0.0,0.0
1141,541.78,326.93,25.45,30.26,8.51,9.31,Caution,Caution,0.99,0.01,0.0,0.0
349,396.68,210.81,24.96,28.13,7.66,6.41,Normal,Normal,0.03,0.97,0.0,0.0
1102,31.87,7.29,49.48,23.41,6.36,9.04,Caution,Caution,1.0,0.0,0.0,0.0
2053,5.17,6.71,329.54,19.3,4.94,14.02,Severe,Severe,0.0,0.0,1.0,0.0
513,439.33,234.53,8.63,28.84,7.5,6.07,Normal,Normal,0.0,1.0,0.0,0.0
943,39.2,25.44,27.01,31.4,6.11,4.8,Caution,Caution,1.0,0.0,0.0,0.0
813,25.27,15.15,39.41,30.58,6.24,9.36,Caution,Caution,1.0,0.0,0.0,0.0
1844,4.33,1.18,449.39,36.32,4.93,14.49,Severe,Severe,0.0,0.0,1.0,0.0
1225,48.77,26.8,46.22,31.75,8.86,9.64,Caution,Caution,1.0,0.0,0.0,0.0
1764,1892.23,1213.04,58.7,32.03,9.19,3.08,Warning,Warning,0.015,0.0,0.01,0.975
1075,503.97,315.7,43.25,30.0,6.4,9.26,Caution,Caution,0.99,0.01,0.0,0.0
2130,8.06,8.23,519.18,36.84,10.01,1.4,Severe,Severe,0.0,0.0,1.0,0.0
1577,1312.63,724.15,145.36,32.21,9.17,3.61,Warning,Warning,0.0,0.0,0.0,1.0
455,144.59,74.57,8.42,26.24,7.28,8.44,Normal,Normal,0.0,1.0,0.0,0.0
1311,14.12,5.91,82.74,33.5,9.43,3.82,Warning,Warning,0.0,0.0,0.0,1.0
758,46.16,31.52,41.46,24.75,8.6,4.29,Caution,Caution,1.0,0.0,0.0,0.0
165,273.39,124.69,12.18,25.13,7.63,7.97,Normal,Normal,0.0,1.0,0.0,0.0
1871,3142.25,1912.97,243.66,18.91,10.04,1.08,Severe,Severe,0.0,0.0,1.0,0.0
49,336.68,188.04,3.93,29.76,7.94,5.47,Normal,Normal,0.0,1.0,0.0,0.0
1206,22.83,5.66,41.68,24.34,8.91,4.16,Caution,Caution,1.0,0.0,0.0,0.0
462,351.54,217.21,11.54,25.3,7.87,5.61,Normal,Normal,0.0,1.0,0.0,0.0
138,112.25,51.96,19.58,26.68,6.52,8.19,Normal,Normal,0.0,1.0,0.0,0.0
276,442.64,291.88,12.58,25.52,6.81,9.0,Normal,Normal,0.06,0.94,0.0,0.0
157,389.42,222.31,20.68,28.1,6.73,5.49,Normal,Normal,0.0,1.0,0.0,0.0
